 id    type   Ptrue     P1      P2       Pi1      Pi2
 O_04348   O   148.02   148.37   105.15   146.84   106.38
 O_04349   O   161.68   161.29   284.90   161.55   284.09
 O_04350   O   146.80   147.93   251.89   148.37   263.85
 O_04351   O   239.52   239.81   292.40   239.81   595.24
 O_04352   O   249.00   247.52   751.88   248.14   751.88
 O_04353   O   299.58   303.95   278.55   304.88   157.98
 O_04354   O   169.21   167.50   325.73   165.02   333.33
 O_04355   O   218.29   217.86   531.91   217.87   199.20
 O_04356   O   330.25   363.64   330.03   377.36   295.86
 O_04357   O   182.48   177.62   380.23   177.62   380.23
 O_04358   O   256.21   255.10   288.18   255.10   288.18
 O_04359   O   390.47   404.86   190.84   404.86   190.84
 O_04360   O   239.52   239.81   480.77   239.23   485.44
 O_04361   O   226.19   226.76   140.45   226.76   140.65
 O_04362   O   231.00   230.95   142.45   230.95   257.73
 O_04363   O   164.53   164.20   183.15   166.94   174.52
 O_04364   O   127.67   128.53   191.20   128.53   191.21
 O_04365   O   277.01   276.24  1111.11   276.24  1111.11
 O_04366   O   340.02   338.98   404.86   330.03   980.39
 O_04367   O   281.61   282.49   325.73   283.29   323.62
 O_04368   O   254.39   255.10   134.77   143.06   134.77
 O_04369   O   150.92   149.70   250.63   149.48   250.63
 O_04370   O   182.48   182.15   363.64   182.81   364.96
 O_04371   O   143.97   143.88   153.61   144.09   135.13
 O_04372   O   239.52   239.81   719.42   239.81   145.77
 O_04373   O   182.75   182.48   364.96   122.25   182.48
 O_04374   O   146.26   145.99   131.93   145.99   131.93
 O_04375   O   109.23   154.08   108.93   108.81   154.56
 O_04376   O   195.81   196.46   212.77   196.46   212.77
 O_04377   O   447.83   309.60   148.81   272.48   149.03
 O_04378   O   119.55   119.19   154.80   156.74   119.90
 O_04379   O   172.65   333.33   353.36   377.36   595.24
 O_04380   O   279.56   249.38   279.33   249.38   279.33
 O_04381   O   109.23   108.46   102.77   108.11   103.52
 O_04382   O   246.79   246.91   322.58   322.58   246.31
 O_04383   O   323.10   325.73   174.22   323.62   398.41
 O_04384   O   271.52   272.48  1086.96   272.48  1086.96
 O_04385   O   358.81   179.53   395.26   375.94   178.89
 O_04386   O   148.26   148.59   105.82   148.15   105.71
 O_04387   O   254.71   262.47  1162.79   274.73  1351.35
 O_04388   O   182.48   183.15   363.64   182.81   364.96
 O_04389   O   171.76   172.12   187.62   172.71   186.92
 O_04390   O   148.02   148.37   105.60   106.27   149.03
 O_04391   O   119.98   119.76   109.29   119.47   108.81
 O_04392   O   256.21   253.16  1020.41   249.38   526.32
 O_04393   O   232.29   231.48   645.16   231.48   255.75
 O_04394   O   200.12   199.60   139.47   195.69   137.17
 O_04395   O   675.22   694.44   427.35   689.65   436.68
 O_04396   O   233.81   233.64   418.41   233.10   420.17
 O_04397   O   340.02   148.59   337.84   148.59   337.84
 O_04398   O   340.02   335.57   261.10   330.03   259.74
 O_04399   O   107.04   107.07   149.93   107.07   150.60
 O_04400   O   142.63   142.45   198.02   140.65   196.46
 O_04401   O   153.54   153.37   271.00   156.74   294.12
 O_04402   O   382.26   380.23   326.80   378.79   327.87
 O_04403   O   196.39   195.69   237.53   213.22   196.08
 O_04404   O   224.12   223.71   140.25   223.71   150.83
 O_04405   O   204.71   205.34   343.64   205.76   343.64
 O_04406   O   226.19   225.73   574.71   226.24   268.82
 O_04407   O   178.28   177.94   350.88   182.48   349.65
 O_04408   O   207.08   207.90   229.89   208.33   133.87
 O_04409   O   148.48   148.59   245.10   148.81   139.66
 O_04410   O   142.63   142.45   228.31   143.06   109.77
 O_04411   O   179.12   178.57   162.60   163.13   114.55
 O_04412   O   167.50   168.63   318.47   169.21   328.95
 O_04413   O   169.21   170.36   321.54   171.23   403.23
 O_04414   O   299.58   298.51   334.45   297.62   336.70
 O_04415   O   215.01   213.68   497.51   213.68   136.61
 O_04416   O   182.88   183.82   123.00   183.82   199.60
 O_04417   O   358.81   357.14   442.48   357.14   434.78
 O_04418   O   161.68   161.03   188.68   161.03   188.68
 O_04419   O   412.20   413.22   625.00   413.22   613.50
 O_04420   O   143.57   143.68   154.56   143.88   154.32
 O_04421   O   188.79   189.39   125.16   189.39   125.79
 O_04422   O   208.59   210.08   473.93   210.53   469.48
 O_04423   O   254.39   254.45   307.69   254.45   307.69
 O_04424   O   270.42   267.38  1052.63   279.33   162.07
 O_04425   O   202.72   203.25   456.62   202.84   452.49
 O_04426   O   277.01   270.27   159.74   257.07   160.51
 O_04427   O   390.62   370.37   180.83   197.24   416.67
 O_04428   O   148.02   148.15   105.04   148.15   105.04
 O_04429   O   176.55   175.44   380.23   175.44   190.11
 O_04430   O   354.99   353.36   304.88   359.71   201.21
 O_04431   O   205.72   380.23   207.47   375.94   207.04
 O_04432   O   119.55   119.47   177.30   119.62  1123.60
 O_04433   O   182.48   183.15   366.30   183.15   198.81
 O_04434   O   212.50   211.86   135.14   211.42   135.50
 O_04435   O   179.12   179.21   465.12   179.21   467.29
 O_04436   O   564.97   409.84   581.40   359.71   485.44
 O_04437   O   278.78   259.07  1052.63   259.07  1052.63
 O_04438   O   299.58   298.51   251.26   262.47   142.04
 O_04439   O   242.72   245.10   293.26   266.67   155.52
 O_04440   O   227.07   225.23   420.17   225.22   446.43
 O_04441   O   266.52   266.67   293.26   265.96   235.29
 O_04442   O   245.88   246.31   122.25   246.91   122.25
 O_04443   O   150.92   149.93   254.45   157.48   110.62
 O_04444   O   202.72   202.84   404.86   202.43   409.84
 O_04445   O   215.01   215.05   265.96   215.05   240.96
 O_04446   O   233.81   233.10   719.42   234.74   840.34
 O_04447   O   271.52   120.77   273.97   143.47   103.95
 O_04448   O   261.44   255.75  1000.00   255.75   813.01
 O_04449   O   429.00   425.53   310.56   389.11   296.74
 O_04450   O   103.56   103.63   112.11   103.95   112.23
 O_04451   O   228.21   456.62   228.31   456.62   228.31
 O_04452   O   127.67   127.88   194.55   127.88   120.92
 O_04453   O   390.47   390.62   189.39   390.62   326.80
 O_04454   O   241.31   239.23   122.70   238.66   122.70
 O_04455   O   182.48   182.82   364.96   182.48   122.55
 O_04456   O   334.11   332.23   284.90   327.87   214.59
 O_04457   O   119.55   119.76   112.49   119.62   113.12
 O_04458   O   206.40   207.04   189.04   207.04   189.04
 O_04459   O   340.02   340.14   115.87   303.95   116.14
 O_04460   O   447.83   129.20  1694.92   129.20   149.70
 O_04461   O   172.65   172.71   323.62   161.03   173.31
 O_04462   O   182.48   182.48   364.96   182.81   364.96
 O_04463   O   231.80   232.56   211.42   232.56   210.97
 O_04464   O   261.44   260.42   153.61   260.42   293.25
 O_04465   O   564.97   276.24  1190.48   276.24  1190.48
 O_04466   O   200.12   200.40   291.55   199.60   219.78
 O_04467   O   179.12   177.94   286.53   177.31   288.18
 O_04468   O   429.00   423.73   515.46   421.94   518.13
 O_04469   O   171.76   171.82   341.30   170.94   337.84
 O_04470   O   218.29   220.75   138.12   223.21   150.15
 O_04471   O   376.08   377.36   186.92   378.79   306.75
 O_04472   O   143.97   143.88   233.10   143.88   156.74
 O_04473   O   150.92   151.29   112.36   150.15   158.23
 O_04474   O   388.35   332.23   176.68   354.61   173.61
 O_04475   O   231.00   230.41   458.72   230.41   458.72
 O_04476   O   177.15   176.68   348.43   362.32   176.37
 O_04477   O   215.01   229.36   214.59   237.53   411.52
 O_04478   O   163.64   163.13   148.59   162.87   148.59
 O_04479   O   200.08   200.00   448.43   199.20   138.70
 O_04480   O   239.52   239.23   145.77   239.23   584.79
 O_04481   O   119.98   120.19   177.94   120.05   178.25
 O_04482   O   354.99   406.50   564.97   384.62   609.76
 O_04483   O   197.75   194.17   128.37   192.68   118.34
 O_04484   O   174.19   173.61   161.29   173.61   161.29
 O_04485   O   161.81   162.07   113.51   162.07   323.62
 O_04486   O   333.44   332.23   409.84   337.84   403.23
 O_04487   O   150.92   150.38   159.74   150.15   160.51
 O_04488   O   218.29   216.92   546.45   218.82   537.63
 O_04489   O   175.04   174.52   154.08   173.91   118.62
 O_04490   O   176.55   177.30   160.00   177.31   161.03
 O_04491   O   196.39   194.55   220.26   194.55   220.26
 O_04492   O   340.02   111.48   116.01   111.36   117.51
 O_04493   O   119.55   120.05   177.62   120.77  1041.67
 O_04494   O   371.88   188.32   377.36   189.04   377.36
 O_04495   O   255.30   256.41   492.61   257.07   510.20
 O_04496   O   178.28   178.89   154.32   179.21   349.65
 O_04497   O   371.88   187.97   377.36   187.62   373.13
 O_04498   O   523.29   540.54   253.16   250.00   258.40
 O_04499   O   172.65   172.71   117.37   172.71   112.36
 O_04500   O   358.42   357.14   277.01   357.14  1041.67
 O_04501   O   169.06   170.94   346.02   173.91   348.43
 O_04502   O   256.21   254.45   149.93   357.14   249.38
 O_04503   O   239.12   241.55   142.86   243.90   884.96
 O_04504   O   792.39   833.33   628.93   833.33   628.93
 O_04505   O   202.72   202.43   130.38   406.50   203.67
 O_04506   O   143.97   143.68   135.69   143.68   135.69
 O_04507   O   361.66   359.71   413.22   359.71   416.67
 O_04508   O   409.50   409.84   185.87   454.55   884.96
 O_04509   O   197.75   194.93   127.55   191.94   126.74
 O_04510   O   249.00   250.00   137.74   241.55   227.79
 O_04511   O   167.50   166.11   313.48   160.00   334.45
 O_04512   O   227.07   225.73   909.09   230.41   925.93
 O_04513   O   163.40   163.93   327.87   163.93   327.87
 O_04514   O   231.80   230.95   420.17   232.56   473.93
 O_04515   O   299.58   300.30   370.37   300.30   369.00
 O_04516   O   425.53   423.73   201.61   423.73   201.61
 O_04517   O   270.27   268.82   175.44   352.11   178.57
 O_04518   O   223.21   223.21   724.64   223.21   729.93
 O_04519   O   221.78   222.22   138.89   138.89   222.22
 O_04520   O   231.00   229.36   621.12   229.36   465.12
 O_04521   O   228.21   228.31   588.24   227.79   578.03
 O_04522   O   500.00   523.56  1075.27   523.56  1075.27
 O_04523   O   143.57   143.27   136.05   143.47   135.32
 O_04524   O   376.79   373.13   438.60   373.13   438.60
 O_04525   O   193.16   192.68   209.21   192.31   209.21
 O_04526   O   358.81   364.96   309.60   313.48   364.96
 O_04527   O   340.02   342.47   176.99   341.30   169.21
 O_04528   O   169.90   170.36   116.82   170.36   116.96
 O_04529   O   205.72   206.19   131.93   131.06   204.92
 O_04530   O   167.50   167.79   151.98   167.50   152.21
 O_04531   O   279.56   277.01  1063.83   277.01  1063.83
 O_04532   O   119.55   119.90   196.08   123.61   195.31
 O_04533   O   148.26   145.35   241.55   250.63   145.56
 O_04534   O   153.54   153.61   350.88   153.14   344.83
 O_04535   O   228.21   229.89   142.45   230.95   143.68
 O_04536   O   206.40   207.04   462.96   207.47   460.83
 O_04537   O   166.97   167.50   115.21   164.75   115.34
 O_04538   O   233.81   233.10   116.82   233.10   645.16
 O_04539   O   281.61   283.29   326.80   283.29   325.73
 O_04540   O   675.22   704.23   485.44   781.25   240.96
 O_04541   O   193.16   191.94   220.26   480.77   211.42
 O_04542   O   241.31   239.81   139.47   240.38   138.70
 O_04543   O   202.72   203.67   456.62   204.08   140.25
 O_04544   O   358.42   362.32   288.18   362.32   502.51
 O_04545   O   143.97   143.27   231.48   142.86   456.62
 O_04546   O   208.59   483.09   239.23   238.66   476.19
 O_04547   O   222.82   221.73   534.76   230.95  1315.79
 O_04548   O   160.90   160.51   111.48   153.61   112.23
 O_04549   O   130.38   130.38   201.21   130.38   138.89
 O_04550   O   171.88   173.01   208.33   173.61   375.94
 O_04551   O   634.92  1020.41   641.03   884.96   609.76
 O_04552   O   263.37   267.38  1063.83   267.38  1063.83
 O_04553   O   197.75   196.85   137.55   196.85   137.55
 O_04554   O   376.36   381.68   210.08   381.68   207.90
 O_04555   O   127.60   127.39   119.62   127.23   119.90
 O_04556   O   179.12   178.89   358.42   178.89   357.14
 O_04557   O   148.02   233.64   460.83   233.10   467.29
 O_04558   O   160.67   161.29   146.41   147.49   161.55
 O_04559   O   409.50   409.84   222.22   212.77   425.53
 O_04560   O   350.14   350.88   450.45   357.14   478.47
 O_04561   O   146.26   146.63   138.89   146.84   138.70
 O_04562   O   256.21   255.75   327.87   260.42   321.54
 O_04563   O   203.62   202.43   236.97   201.61   238.66
 O_04564   O   224.12   222.72   140.06   223.21   157.73
 O_04565   O   178.28   178.25   120.77   178.57   121.21
 O_04566   O   634.92   632.91   704.23  1086.96   636.94
 O_04567   O   208.51   211.86   420.17   211.86   420.17
 O_04568   O   243.19   242.72   671.14   242.72   215.05
 O_04569   O   242.01   240.96   724.64   241.55   729.93
 O_04570   O   171.76   172.41   153.61   172.71   196.85
 O_04571   O   153.87   153.61   263.16   153.61   261.10
 O_04572   O   319.69   318.47   446.43   318.47   446.43
 O_04573   O   108.60   109.05   140.45   107.88   139.66
 O_04574   O   195.81   196.46   128.53   196.46   401.61
 O_04575   O   181.39   182.15   367.65   178.89   358.42
 O_04576   O   231.80   232.56   142.65   232.56   142.45
 O_04577   O   792.39   781.25   444.44   775.19   454.55
 O_04578   O   167.50   166.67   153.37   178.25   154.56
 O_04579   O   389.26   195.31   375.94   195.31   375.94
 O_04580   O   249.00   255.10   151.06   154.08   266.67
 O_04581   O   228.21   227.79   456.62   456.62   227.79
 O_04582   O   213.77   217.39   184.50   436.68   210.53
 O_04583   O   246.79   245.70   740.74   245.10  1111.11
 O_04584   O   172.65   172.41   323.62   172.12   320.51
 O_04585   O   333.44   330.03   266.67   320.51   170.36
 O_04586   O   150.92   152.21   291.55   157.23   406.50
 O_04587   O   261.44   253.16   146.41   253.16   146.41
 O_04588   O   323.10   322.58   374.53   322.58   374.53
 O_04589   O   178.28   180.18   347.22   181.16   340.14
 O_04590   O   340.02   335.57   176.37   332.23   175.75
 O_04591   O   179.12   179.21   195.69   179.21   195.69
 O_04592   O   165.89   165.56   154.80   165.56   154.80
 O_04593   O   141.24   141.24   102.88   132.28   200.40
 O_04594   O   249.00   248.14   552.49   248.14   558.66
 O_04595   O   218.29   217.39   515.46   217.39   515.46
 O_04596   O   208.99   208.33   102.77   123.46   206.61
 O_04597   O   163.40   163.40   293.26   163.67   338.98
 O_04598   O   319.69   318.47   172.41   318.47   367.65
 O_04599   O   169.90   169.49   312.50   169.49   310.56
 O_04600   O   193.16   192.68   127.23   192.31   127.23
 O_04601   O   146.80   146.84   104.49   146.63   102.46
 O_04602   O   201.74   201.21   176.06   201.21   176.68
 O_04603   O   193.16   192.31   127.23   192.31   127.39
 O_04604   O   232.29   233.10   606.06   233.65   145.35
 O_04605   O   103.56   103.52   143.27   104.28   158.73
 O_04606   O   255.30   250.63   309.60   248.76   310.56
 O_04607   O   204.71   205.76   177.94   204.92   178.89
 O_04608   O   675.22  1052.63   709.22  1052.63   709.22
 O_04609   O   279.56   280.90  1190.48   282.49  1234.57
 O_04610   O   198.02   198.41   127.39   196.46   127.06
 O_04611   O   358.42   358.42   308.64   359.71   307.69
 O_04612   O   202.72   199.60   454.55   194.18   389.11
 O_04613   O   195.81   194.93   128.21   194.93   178.57
 O_04614   O   113.46   111.23   108.11   111.23   108.11
 O_04615   O   243.19   243.31   212.77   243.31   212.77
 O_04616   O   376.36   380.23   510.20   392.16   357.14
 O_04617   O   200.08   199.60   432.90   199.60   183.49
 O_04618   O   160.90   112.36   161.03   114.68   157.48
 O_04619   O   249.00   250.63   224.72   225.22   251.89
 O_04620   O   109.23   108.46   153.61   108.11   103.63
 O_04621   O   361.66   355.87   178.57   355.87   182.15
 O_04622   O   208.51   209.21   483.09   206.61   467.29
 O_04623   O   390.62   387.60   729.93   401.61   625.00
 O_04624   O   350.14   349.65   177.94   349.65   961.54
 O_04625   O   431.59   438.60   150.15   425.53   147.93
 O_04626   O   202.18   202.02   220.75   202.02   220.26
